Index,Name,URL,Description,Type of Proficiency,Proficiencies,Image,Speed,Size,Language
roper,Roper,/api/monsters/roper,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'climb': '10 ft.'}",Large,
rug-of-smothering,Rug of Smothering,/api/monsters/rug-of-smothering,,construct,[],,{'walk': '10 ft.'},Large,
rust-monster,Rust Monster,/api/monsters/rust-monster,,monstrosity,[],,{'walk': '40 ft.'},Medium,
saber-toothed-tiger,Saber-Toothed Tiger,/api/monsters/saber-toothed-tiger,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Large,
sahuagin,Sahuagin,/api/monsters/sahuagin,,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '30 ft.', 'swim': '40 ft.'}",Medium,Sahuagin
salamander,Salamander,/api/monsters/salamander,,elemental,[],,{'walk': '30 ft.'},Large,Ignan
satyr,Satyr,/api/monsters/satyr,,fey,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-performance', 'name': 'Skill: Performance', 'url': '/api/proficiencies/skill-performance'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Medium,"Common, Elvish, Sylvan"
scorpion,Scorpion,/api/monsters/scorpion,,beast,[],,{'walk': '10 ft.'},Tiny,
scout,Scout,/api/monsters/scout,"Scouts are skilled hunters and trackers who offer their services for a fee. Most hunt wild game, but a few work as bounty hunters, serve as guides, or provide military reconnaissance.",humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-nature', 'name': 'Skill: Nature', 'url': '/api/proficiencies/skill-nature'}}, {'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}, {'value': 5, 'proficiency': {'index': 'skill-survival', 'name': 'Skill: Survival', 'url': '/api/proficiencies/skill-survival'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
sea-hag,Sea Hag,/api/monsters/sea-hag,,fey,[],,"{'walk': '30 ft.', 'swim': '40 ft.'}",Medium,"Aquan, Common, Giant"
sea-horse,Sea Horse,/api/monsters/sea-horse,,beast,[],,{'swim': '20 ft.'},Tiny,
shadow,Shadow,/api/monsters/shadow,,undead,"[{'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Medium,
shambling-mound,Shambling Mound,/api/monsters/shambling-mound,,plant,"[{'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'swim': '20 ft.'}",Large,
shield-guardian,Shield Guardian,/api/monsters/shield-guardian,,construct,[],,{'walk': '30 ft.'},Large,understands commands given in any language but can't speak
shrieker,Shrieker,/api/monsters/shrieker,,plant,[],,{'walk': '0 ft.'},Medium,
silver-dragon-wyrmling,Silver Dragon Wyrmling,/api/monsters/silver-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.'}",Medium,Draconic
skeleton,Skeleton,/api/monsters/skeleton,,undead,[],,{'walk': '30 ft.'},Medium,understands all languages it spoke in life but can't speak
solar,Solar,/api/monsters/solar,,celestial,"[{'value': 14, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 14, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 17, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 14, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '50 ft.', 'fly': '150 ft.'}",Large,"all, telepathy 120 ft."
specter,Specter,/api/monsters/specter,,undead,[],,"{'walk': '0 ft.', 'fly': '50 ft.', 'hover': True}",Medium,understands all languages it knew in life but can't speak
spider,Spider,/api/monsters/spider,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '20 ft.', 'climb': '20 ft.'}",Tiny,
spirit-naga,Spirit Naga,/api/monsters/spirit-naga,,monstrosity,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 5, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 6, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Large,"Abyssal, Common"
sprite,Sprite,/api/monsters/sprite,,fey,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 8, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '10 ft.', 'fly': '40 ft.'}",Tiny,"Common, Elvish, Sylvan"
spy,Spy,/api/monsters/spy,"Rulers, nobles, merchants, guildmasters, and other wealthy individuals use spies to gain the upper hand in a world of cutthroat politics. A spy is trained to secretly gather information. Loyal spies would rather die than divulge information that could compromise them or their employers.",humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 4, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 5, 'proficiency': {'index': 'skill-investigation', 'name': 'Skill: Investigation', 'url': '/api/proficiencies/skill-investigation'}}, {'value': 6, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,any two languages
steam-mephit,Steam Mephit,/api/monsters/steam-mephit,,elemental,[],,"{'walk': '30 ft.', 'fly': '30 ft.'}",Small,"Aquan, Ignan"
stirge,Stirge,/api/monsters/stirge,,beast,[],,"{'walk': '10 ft.', 'fly': '40 ft.'}",Tiny,
stone-giant,Stone Giant,/api/monsters/stone-giant,,giant,"[{'value': 5, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 8, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 12, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Huge,Giant
stone-golem,Stone Golem,/api/monsters/stone-golem,,construct,[],,{'walk': '30 ft.'},Large,understands the languages of its creator but can't speak
storm-giant,Storm Giant,/api/monsters/storm-giant,,giant,"[{'value': 14, 'proficiency': {'index': 'saving-throw-str', 'name': 'Saving Throw: STR', 'url': '/api/proficiencies/saving-throw-str'}}, {'value': 10, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 8, 'proficiency': {'index': 'skill-arcana', 'name': 'Skill: Arcana', 'url': '/api/proficiencies/skill-arcana'}}, {'value': 14, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 8, 'proficiency': {'index': 'skill-history', 'name': 'Skill: History', 'url': '/api/proficiencies/skill-history'}}, {'value': 9, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '50 ft.', 'swim': '50 ft.'}",Huge,"Common, Giant"
succubus-incubus,Succubus/Incubus,/api/monsters/succubus-incubus,,fiend,"[{'value': 9, 'proficiency': {'index': 'skill-deception', 'name': 'Skill: Deception', 'url': '/api/proficiencies/skill-deception'}}, {'value': 5, 'proficiency': {'index': 'skill-insight', 'name': 'Skill: Insight', 'url': '/api/proficiencies/skill-insight'}}, {'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-persuasion', 'name': 'Skill: Persuasion', 'url': '/api/proficiencies/skill-persuasion'}}, {'value': 7, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'fly': '60 ft.'}",Medium,"Abyssal, Common, Infernal, telepathy 60 ft."
swarm-of-bats,Swarm of Bats,/api/monsters/swarm-of-bats,,swarm of Tiny beasts,[],,"{'walk': '0 ft.', 'fly': '30 ft.'}",Medium,
swarm-of-beetles,Swarm of Beetles,/api/monsters/swarm-of-beetles,,swarm of Tiny beasts,[],,"{'walk': '20 ft.', 'burrow': '5 ft.', 'climb': '20 ft.'}",Medium,
swarm-of-centipedes,Swarm of Centipedes,/api/monsters/swarm-of-centipedes,,swarm of Tiny beasts,[],,"{'walk': '20 ft.', 'climb': '20 ft.'}",Medium,
swarm-of-insects,Swarm of Insects,/api/monsters/swarm-of-insects,,swarm of Tiny beasts,[],,"{'walk': '20 ft.', 'climb': '20 ft.'}",Medium,
swarm-of-poisonous-snakes,Swarm of Poisonous Snakes,/api/monsters/swarm-of-poisonous-snakes,,swarm of Tiny beasts,[],,"{'walk': '30 ft.', 'swim': '30 ft.'}",Medium,
swarm-of-quippers,Swarm of Quippers,/api/monsters/swarm-of-quippers,,swarm of Tiny beasts,[],,"{'walk': '0 ft.', 'swim': '40 ft.'}",Medium,
swarm-of-rats,Swarm of Rats,/api/monsters/swarm-of-rats,,swarm of Tiny beasts,[],,{'walk': '30 ft.'},Medium,
swarm-of-ravens,Swarm of Ravens,/api/monsters/swarm-of-ravens,,swarm of Tiny beasts,[],,"{'walk': '10 ft.', 'fly': '50 ft.'}",Medium,
swarm-of-spiders,Swarm of Spiders,/api/monsters/swarm-of-spiders,,swarm of Tiny beasts,[],,"{'walk': '20 ft.', 'climb': '20 ft.'}",Medium,
swarm-of-wasps,Swarm of Wasps,/api/monsters/swarm-of-wasps,,swarm of Tiny beasts,[],,"{'walk': '5 ft.', 'fly': '30 ft.'}",Medium,
tarrasque,Tarrasque,/api/monsters/tarrasque,,monstrosity,"[{'value': 5, 'proficiency': {'index': 'saving-throw-int', 'name': 'Saving Throw: INT', 'url': '/api/proficiencies/saving-throw-int'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,{'walk': '40 ft.'},Gargantuan,
thug,Thug,/api/monsters/thug,Thugs are ruthless enforcers skilled at intimidation and violence. They work for money and have few scruples.,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-intimidation', 'name': 'Skill: Intimidation', 'url': '/api/proficiencies/skill-intimidation'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
tiger,Tiger,/api/monsters/tiger,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Large,
treant,Treant,/api/monsters/treant,,plant,[],,{'walk': '30 ft.'},Huge,"Common, Druidic, Elvish, Sylvan"
tribal-warrior,Tribal Warrior,/api/monsters/tribal-warrior,"Tribal warriors live beyond civilization, most often subsisting on fishing and hunting. Each tribe acts in accordance with the wishes of its chief, who is the greatest or oldest warrior of the tribe or a tribe member blessed by the gods.",humanoid,[],,{'walk': '30 ft.'},Medium,any one language
triceratops,Triceratops,/api/monsters/triceratops,,beast,[],,{'walk': '50 ft.'},Huge,
troll,Troll,/api/monsters/troll,,giant,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Large,Giant
tyrannosaurus-rex,Tyrannosaurus Rex,/api/monsters/tyrannosaurus-rex,,beast,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '50 ft.'},Huge,
unicorn,Unicorn,/api/monsters/unicorn,,celestial,[],,{'walk': '50 ft.'},Large,"Celestial, Elvish, Sylvan, telepathy 60 ft."
vampire-bat,"Vampire, Bat Form",/api/monsters/vampire-bat,,undead,"[{'value': 9, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '5 ft.', 'fly': '30 ft.'}",Medium,the languages it knew in life
vampire-mist,"Vampire, Mist Form",/api/monsters/vampire-mist,,undead,"[{'value': 9, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'fly': '20 ft.'},Medium,the languages it knew in life
vampire-spawn,Vampire Spawn,/api/monsters/vampire-spawn,,undead,"[{'value': 6, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 3, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 6, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,the languages it knew in life
vampire-vampire,"Vampire, Vampire Form",/api/monsters/vampire-vampire,,undead,"[{'value': 9, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 7, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 9, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 9, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,the languages it knew in life
veteran,Veteran,/api/monsters/veteran,Veterans are professional fighters that take up arms for pay or to protect something they believe in or value. Their ranks include soldiers retired from long service and warriors who never served anyone but themselves.,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-athletics', 'name': 'Skill: Athletics', 'url': '/api/proficiencies/skill-athletics'}}, {'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,any one language (usually Common)
violet-fungus,Violet Fungus,/api/monsters/violet-fungus,,plant,[],,{'walk': '5 ft.'},Medium,
vrock,Vrock,/api/monsters/vrock,,fiend,"[{'value': 5, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}]",,"{'walk': '40 ft.', 'fly': '60 ft.'}",Large,"Abyssal, telepathy 120 ft."
vulture,Vulture,/api/monsters/vulture,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '10 ft.', 'fly': '50 ft.'}",Medium,
warhorse,Warhorse,/api/monsters/warhorse,,beast,[],/api/images/monsters/warhorse.png,{'walk': '60 ft.'},Large,
warhorse-skeleton,Warhorse Skeleton,/api/monsters/warhorse-skeleton,,undead,[],,{'walk': '60 ft.'},Large,
water-elemental,Water Elemental,/api/monsters/water-elemental,,elemental,[],/api/images/monsters/water-elemental.png,"{'walk': '30 ft.', 'swim': '90 ft.'}",Large,Aquan
weasel,Weasel,/api/monsters/weasel,,beast,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 5, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/weasel.png,{'walk': '30 ft.'},Tiny,
werebear-bear,"Werebear, Bear Form",/api/monsters/werebear-bear,,humanoid,"[{'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'climb': '30 ft.'}",Medium,
werebear-human,"Werebear, Human Form",/api/monsters/werebear-human,,humanoid,"[{'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common
werebear-hybrid,"Werebear, Hybrid Form",/api/monsters/werebear-hybrid,,humanoid,"[{'value': 7, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,"{'walk': '40 ft.', 'climb': '30 ft.'}",Medium,Common
wereboar-boar,"Wereboar, Boar Form",/api/monsters/wereboar-boar,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Medium,
wereboar-human,"Wereboar, Human Form",/api/monsters/wereboar-human,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common (can't speak in boar form)
wereboar-hybrid,"Wereboar, Hybrid Form",/api/monsters/wereboar-hybrid,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common
wererat-human,"Wererat, Human Form",/api/monsters/wererat-human,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Common
wererat-hybrid,"Wererat, Hybrid Form",/api/monsters/wererat-hybrid,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Common
wererat-rat,"Wererat, Rat Form",/api/monsters/wererat-rat,,humanoid,"[{'value': 2, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,
weretiger-human,"Weretiger, Human Form",/api/monsters/weretiger-human,,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Common
weretiger-hybrid,"Weretiger, Hybrid Form",/api/monsters/weretiger-hybrid,,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '30 ft.'},Medium,Common
weretiger-tiger,"Weretiger, Tiger Form",/api/monsters/weretiger-tiger,,humanoid,"[{'value': 5, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,{'walk': '40 ft.'},Medium,
werewolf-human,"Werewolf, Human Form",/api/monsters/werewolf-human,,humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common
werewolf-hybrid,"Werewolf, Hybrid Form",/api/monsters/werewolf-hybrid,,humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '30 ft.'},Medium,Common
werewolf-wolf,"Werewolf, Wolf Form",/api/monsters/werewolf-wolf,,humanoid,"[{'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}]",,{'walk': '40 ft.'},Medium,
white-dragon-wyrmling,White Dragon Wyrmling,/api/monsters/white-dragon-wyrmling,,dragon,"[{'value': 2, 'proficiency': {'index': 'saving-throw-dex', 'name': 'Saving Throw: DEX', 'url': '/api/proficiencies/saving-throw-dex'}}, {'value': 4, 'proficiency': {'index': 'saving-throw-con', 'name': 'Saving Throw: CON', 'url': '/api/proficiencies/saving-throw-con'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-wis', 'name': 'Saving Throw: WIS', 'url': '/api/proficiencies/saving-throw-wis'}}, {'value': 2, 'proficiency': {'index': 'saving-throw-cha', 'name': 'Saving Throw: CHA', 'url': '/api/proficiencies/saving-throw-cha'}}, {'value': 4, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 2, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",,"{'walk': '30 ft.', 'burrow': '15 ft.', 'fly': '60 ft.', 'swim': '30 ft.'}",Medium,Draconic
wight,Wight,/api/monsters/wight,,undead,"[{'value': 3, 'proficiency': {'index': 'skill-perception', 'name': 'Skill: Perception', 'url': '/api/proficiencies/skill-perception'}}, {'value': 4, 'proficiency': {'index': 'skill-stealth', 'name': 'Skill: Stealth', 'url': '/api/proficiencies/skill-stealth'}}]",/api/images/monsters/wight.png,{'walk': '30 ft.'},Medium,the languages it knew in life
will-o-wisp,Will-o'-Wisp,/api/monsters/will-o-wisp,,undead,[],/api/images/monsters/will-o-wisp.png,"{'walk': '0 ft.', 'fly': '50 ft.', 'hover': True}",Tiny,the languages it knew in life
