Index,Name,URL,Description,Reference,Prerequisites,Level,Parent,Feature Specific
circle-spells-3,Circle Spells,/api/features/circle-spells-3,"['Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.', 'Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.', ""Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.""]",,[],7,,
circle-spells-4,Circle Spells,/api/features/circle-spells-4,"['Your mystical connection to the land infuses you with the ability to cast certain spells. At 3rd, 5th, 7th, and 9th level you gain access to circle spells connected to the land where you became a druid.', 'Choose that land--arctic, coast, desert, forest, grassland, mountain, or swamp--and consult the associated list of spells.', ""Once you gain access to a circle spell, you always have it prepared, and it doesn't count against the number of spells you can prepare each day. If you gain access to a spell that doesn't appear on the druid spell list, the spell is nonetheless a druid spell for you.""]",,[],9,,
cleansing-touch,Cleansing Touch,/api/features/cleansing-touch,"['Beginning at 14th level, you can use your action to end one spell on yourself or on one willing creature that you touch.', 'You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain expended uses when you finish a long rest.']",,[],14,,
cleric-ability-score-improvement-1,Ability Score Improvement,/api/features/cleric-ability-score-improvement-1,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],4,,
cleric-ability-score-improvement-2,Ability Score Improvement,/api/features/cleric-ability-score-improvement-2,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],8,,
cleric-ability-score-improvement-3,Ability Score Improvement,/api/features/cleric-ability-score-improvement-3,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],12,,
cleric-ability-score-improvement-4,Ability Score Improvement,/api/features/cleric-ability-score-improvement-4,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],16,,
cleric-ability-score-improvement-5,Ability Score Improvement,/api/features/cleric-ability-score-improvement-5,"[""When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature.""]",,[],19,,
countercharm,Countercharm,/api/features/countercharm,"['At 6th level, you gain the ability to use musical notes or words of power to disrupt mind-influencing effects. As an action, you can start a performance that lasts until the end of your next turn. During that time, you and any friendly creatures within 30 feet of you have advantage on saving throws against being frightened or charmed. A creature must be able to hear you to gain this benefit. The performance ends early if you are incapacitated or silenced or if you voluntarily end it (no action required).']",,[],6,,
cunning-action,Cunning Action,/api/features/cunning-action,"['Starting at 2nd level, your quick thinking and agility allow you to move and act quickly. You can take a bonus action on each of your turns in combat. This action can be used only to take the Dash, Disengage, or Hide action.']",,[],2,,
cutting-words,Cutting Words,/api/features/cutting-words,"['Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others.', ""When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll."", ""You can choose to use this feature after the creature makes its roll, but before the GM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed.""]",,[],3,,
danger-sense,Danger Sense,/api/features/danger-sense,"[""At 2nd level, you gain an uncanny sense of when things nearby aren't as they should be, giving you an edge when you dodge away from danger. You have advantage on Dexterity saving throws against effects that you can see, such as traps and spells. To gain this benefit, you can't be blinded, deafened, or incapacitated.""]",,[],2,,
dark-ones-blessing,Dark One's Blessing,/api/features/dark-ones-blessing,"['Starting at 1st level, when you reduce a hostile creature to 0 hit points, you gain temporary hit points equal to your Charisma modifier + your warlock level (minimum of 1).']",,[],1,,
dark-ones-own-luck,Dark One's Own Luck,/api/features/dark-ones-own-luck,"[""Starting at 6th level, you can call on your patron to alter fate in your favor. When you make an ability check or a saving throw, you can use this feature to add a d10 to your roll. You can do so after seeing the initial roll but before any of the roll's effects occur."", ""Once you use this feature, you can't use it again until you finish a short or long rest.""]",,[],6,,
defensive-tactics,Defensive Tactics,/api/features/defensive-tactics,"['At 7th level, you gain one of the following features of your choice.', 'Escape the Horde', 'Multiattack Defense', 'Steel Will']",,[],7,,"{'subfeature_options': {'choose': 1, 'type': 'feature', 'from': {'option_set_type': 'options_array', 'options': [{'option_type': 'reference', 'item': {'index': 'defensive-tactics-escape-the-horde', 'name': 'Defensive Tactics: Escape the Horde', 'url': '/api/features/defensive-tactics-escape-the-horde'}}, {'option_type': 'reference', 'item': {'index': 'defensive-tactics-multiattack-defense', 'name': 'Defensive Tactics: Multiattack Defense', 'url': '/api/features/defensive-tactics-multiattack-defense'}}, {'option_type': 'reference', 'item': {'index': 'defensive-tactics-steel-will', 'name': 'Defensive Tactics: Steel Will', 'url': '/api/features/defensive-tactics-steel-will'}}]}}, 'invocations': []}"
defensive-tactics-escape-the-horde,Defensive Tactics: Escape the Horde,/api/features/defensive-tactics-escape-the-horde,['Opportunity attacks against you are made with disadvantage.'],,[],7,"{'index': 'defensive-tactics', 'name': 'Defensive Tactics', 'url': '/api/features/defensive-tactics'}",
defensive-tactics-multiattack-defense,Defensive Tactics: Multiattack Defense,/api/features/defensive-tactics-multiattack-defense,"['When a creature hits you with an attack, you gain a +4 bonus to AC against all subsequent attacks made by that creature for the rest of the turn.']",,[],7,"{'index': 'defensive-tactics', 'name': 'Defensive Tactics', 'url': '/api/features/defensive-tactics'}",
defensive-tactics-steel-will,Defensive Tactics: Steel Will,/api/features/defensive-tactics-steel-will,['You have advantage on saving throws against being frightened.'],,[],7,"{'index': 'defensive-tactics', 'name': 'Defensive Tactics', 'url': '/api/features/defensive-tactics'}",
deflect-missiles,Deflect Missiles,/api/features/deflect-missiles,"['Starting at 3rd level, you can use your reaction to deflect or catch the missile when you are hit by a ranged weapon attack. When you do so, the damage you take from the attack is reduced by 1d10 + your Dexterity modifier + your monk level.', 'If you reduce the damage to 0, you can catch the missile if it is small enough for you to hold in one hand and you have at least one hand free. If you catch a missile in this way, you can spend 1 ki point to make a ranged attack with the weapon or piece of ammunition you just caught, as part of the same reaction. You make this attack with proficiency, regardless of your weapon proficiencies, and the missile counts as a monk weapon for the attack, which has a normal range of 20 feet and a long range of 60 feet.']",,[],3,,
